"","pid","gendermale","dispatch.Dispatch","qg10Yes","qn4003Yes","qea0同居","qea0在婚","qea0未婚","qea0离婚","qp605.公费治疗","qp605.城镇居民","qp605.城镇治疗","qp605.新型农村","qp605.补充医疗","qu201Yes","qu202Yes","kwa2_b_1不喜欢学校","kwa2_b_1学业成绩","kwa2_b_1经济困难","kwa2_b_1身体健康","qn203Yes","qn4001Yes","age","qg12","qg1001","qg901","qg702","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qu802","qu702","w01","qn201_b_1","qn202"
"174","130482103",0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,-0.600963425316751,-0.295530649670887,-0.0650179347128633,0.258825546360979,0.635957045926592,0.649292608072888,0.391385225604079,-0.379564562524518,-1.18675999669753,0.779136809288359,0.51120580608434,-0.707294568598374,0.800369525947352,1.04928923479172,-0.159456421984128,1.08195636033185,0.962009631165578
"175","130482104",1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-1.28794534999193,0.0716929147777928,-0.706382129399318,0.439837164989377,0.306749215116533,0.649292608072888,0.391385225604079,-0.379564562524518,0.919902463004866,-0.866738566050452,0.51120580608434,0.549440804473446,0.800369525947352,-0.838369465383228,0.547638507330438,-0.440776522530893,0.962009631165578
"176","130487103",1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,-1.03032712823874,0.202844187795179,-0.648076293518731,0.258825546360979,0.965164876736652,0.649292608072888,0.391385225604079,2.00296855140412,0.919902463004866,-0.455269722215749,0.0412520066434532,0.130529013449506,-0.000388340381342474,-0.838369465383228,1.254733436645,-0.440776522530893,0.597197886896443
"177","130488103",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-1.54556357174512,-1.05620803317172,-0.502311703817264,-0.374715118838411,-0.15414174801755,0.649292608072888,0.391385225604079,-0.379564562524518,-1.608092488638,-0.866738566050452,1.45111340496611,1.38726438652133,0.800369525947352,1.42682097482671,-0.866551351298694,-0.82145974324658,-1.59167257871837
"178","130489102",1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0.51538220228041,0.333995460812564,0.926181275257112,0.439837164989377,2.28199619997689,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,1.19060565312306,0.0412520066434532,0.549440804473446,0.800369525947352,-0.838369465383228,0.547638507330438,-0.82145974324658,0.962009631165578
"179","130490103",1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.0860184993584251,1.98650150083163,0.926181275257112,0.0416116040069025,0.109224516630498,0.649292608072888,0.391385225604079,2.00296855140412,0.0772374791239092,0.779136809288359,0.0412520066434532,0.968352595497386,0.800369525947352,-0.838369465383228,0.547638507330438,-0.0600933018152066,0.962009631165578
"180","130490104",0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,-0.085726981810369,0.491376988433427,-0.12332377059345,-0.157501176484335,-0.417508012665597,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.455269722215749,0.0412520066434532,0.130529013449506,-0.000388340381342474,-0.838369465383228,0.547638507330438,-0.82145974324658,-0.862049090180097
"181","130492101",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.45998234870878,-0.725706825167913,-0.239935442354624,-0.367474654093275,-0.351666446503585,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.866738566050452,-0.898655592238321,0.549440804473446,-2.40266193936743,-0.0833059853132493,-1.57364628061326,-0.440776522530893,-1.22686083444923
"182","130492601",0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,-0.772708906485545,0.333995460812564,-0.327394196175504,0.077813927732582,-0.351666446503585,0.649292608072888,0.391385225604079,2.00296855140412,0.0772374791239092,-0.0438008783810463,0.0412520066434532,0.549440804473446,-0.000388340381342474,-0.838369465383228,1.254733436645,1.84332280176323,-0.862049090180097
"183","130494101",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.858873164617998,0.46514673382995,-0.648076293518731,-0.46522092815261,-0.351666446503585,-0.384561722310352,-0.840731316679297,-0.379564562524518,0.0772374791239092,-0.0438008783810463,-1.8385631911201,-0.707294568598374,0.800369525947352,1.42682097482671,-0.866551351298694,-0.82145974324658,-1.59167257871837
"184","130494103",0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,-1.20207260940753,-0.715214723326522,-0.0825096854770394,-0.157501176484335,-0.351666446503585,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.866738566050452,-0.428701792797434,-0.707294568598374,-0.000388340381342474,-0.838369465383228,0.547638507330438,-0.82145974324658,0.962009631165578
"185","130496101",1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.687127683449204,0.375963868178128,-0.531464621757558,-0.284209309524213,-0.325329820038781,0.649292608072888,0.391385225604079,-0.379564562524518,0.498569971064387,-0.0438008783810463,0.51120580608434,-0.288382777574434,0.800369525947352,-0.838369465383228,1.254733436645,0.32058991890048,-0.497237345910962
"186","130496102",0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.601254942864807,-0.0594583582395929,-0.531464621757558,-0.193703500210014,-0.0224586156935262,0.649292608072888,0.391385225604079,-0.379564562524518,1.34123495494534,-0.0438008783810463,0.981159605525227,-1.9640299416702,-0.000388340381342474,-0.838369465383228,1.254733436645,1.84332280176323,0.962009631165578
"187","130499103",0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-1.20207260940753,-0.295530649670887,0.634652095854178,1.34489525813136,0.306749215116533,-0.384561722310352,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.455269722215749,-0.898655592238321,-0.288382777574434,-0.801146206710037,-0.460837725348238,0.547638507330438,-0.82145974324658,-0.497237345910962
"188","130501103",0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,-0.515090684732354,-0.45291217729175,1.50923963406298,-0.429018604426931,-0.351666446503585,-2.45227038307683,1.62350176788745,2.00296855140412,0.0772374791239092,1.19060565312306,1.45111340496611,1.38726438652133,0.800369525947352,-0.460837725348238,1.254733436645,-0.82145974324658,0.962009631165578
"189","130502103",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.429217944147957,0.333995460812564,-0.239935442354624,-0.284209309524213,-0.351666446503585,-1.41841605269359,-2.07284785896267,-0.379564562524518,0.0772374791239092,1.19060565312306,1.45111340496611,1.38726438652133,0.800369525947352,0.29422575472174,-0.866551351298694,-0.82145974324658,0.962009631165578
"190","130502105",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.429217944147957,-0.45291217729175,-0.239935442354624,-0.0488942053072962,-0.351666446503585,0.649292608072888,0.391385225604079,-0.379564562524518,0.498569971064387,-0.455269722215749,0.0412520066434532,0.549440804473446,-0.000388340381342474,-0.0833059853132493,-0.866551351298694,-0.82145974324658,0.962009631165578
"191","130503104",0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,-0.944454387654339,0.0716929147777928,-0.12332377059345,0.801860402246171,-0.0224586156935262,0.649292608072888,0.391385225604079,-0.379564562524518,0.919902463004866,-0.455269722215749,0.0412520066434532,-0.288382777574434,-0.000388340381342474,-0.838369465383228,1.254733436645,-0.440776522530893,-0.862049090180097
"192","130505207",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.085726981810369,-0.321760904274364,-0.726789171957523,-0.374715118838411,-0.351666446503585,0.649292608072888,0.391385225604079,-0.379564562524518,-0.344095012816569,0.367667965453656,-0.428701792797434,-0.288382777574434,0.800369525947352,0.29422575472174,-0.159456421984128,0.701273139616167,-0.132425601641827
"193","130516103",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.600963425316751,-0.389959566243405,-0.0650179347128633,-0.284209309524213,-0.285824880341574,1.68314693845613,1.62350176788745,-0.379564562524518,0.0772374791239092,-0.866738566050452,1.45111340496611,-1.54511815064626,-0.000388340381342474,0.29422575472174,-0.159456421984128,1.84332280176323,0.962009631165578
"194","130531501",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-0.600963425316751,-0.45291217729175,0.343122916451244,0.982872020874568,-0.0224586156935262,-0.384561722310352,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.866738566050452,-0.898655592238321,-0.707294568598374,-0.000388340381342474,-0.460837725348238,-0.159456421984128,0.32058991890048,-0.862049090180097
"195","130541103",1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,-0.772708906485545,0.333995460812564,-0.152476688533743,-0.284209309524213,-0.549191144989621,0.649292608072888,0.391385225604079,-0.379564562524518,-1.608092488638,0.367667965453656,0.981159605525227,1.38726438652133,0.800369525947352,-0.838369465383228,-0.159456421984128,-0.82145974324658,0.962009631165578
"196","130543102",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.11649138637119,-0.45291217729175,-0.712212712987377,-0.827244165409405,0.109224516630498,0.649292608072888,1.62350176788745,-0.379564562524518,0.498569971064387,-0.866738566050452,-0.898655592238321,-0.707294568598374,-0.801146206710037,1.42682097482671,-0.866551351298694,-0.82145974324658,-0.862049090180097
"197","130543103",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.37381809057632,-0.190609631256979,-0.239935442354624,-0.772940679820885,0.109224516630498,0.649292608072888,0.391385225604079,-0.379564562524518,0.919902463004866,-0.866738566050452,-0.428701792797434,-0.288382777574434,-0.801146206710037,1.42682097482671,-0.159456421984128,-0.82145974324658,-0.497237345910962
"198","130544104",1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,-0.858581647069942,0.806140043675153,0.372275834391537,-0.46522092815261,-0.0224586156935262,-0.384561722310352,-0.840731316679297,-0.379564562524518,-2.02942498057848,1.19060565312306,0.51120580608434,1.38726438652133,0.800369525947352,1.42682097482671,-0.159456421984128,-0.82145974324658,-1.22686083444923
"199","130546101",1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.34334520356356,0.0716929147777928,-0.505226995611293,-0.827244165409405,-0.219983314179562,-0.384561722310352,0.391385225604079,-0.379564562524518,0.0772374791239092,0.367667965453656,1.45111340496611,0.549440804473446,0.800369525947352,1.42682097482671,-0.866551351298694,-0.82145974324658,-0.862049090180097
"200","130551102",1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.20236412695559,-0.584063450309136,-0.531464621757558,-0.410917442564091,-0.351666446503585,-1.41841605269359,-0.840731316679297,-0.379564562524518,-2.02942498057848,1.19060565312306,1.45111340496611,1.38726438652133,0.800369525947352,-0.0833059853132493,-0.866551351298694,0.32058991890048,-0.132425601641827
"201","130551104",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-1.45969083116072,-1.02997777856825,0.197358326749777,-0.646232546781007,-0.0224586156935262,0.649292608072888,0.391385225604079,2.00296855140412,1.34123495494534,-0.866738566050452,-0.898655592238321,-0.707294568598374,0.800369525947352,-0.0833059853132493,-0.159456421984128,-0.82145974324658,-1.59167257871837
"202","130555103",0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.171599722394766,0.333995460812564,0.0515937370483102,0.982872020874568,-0.351666446503585,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.455269722215749,-0.428701792797434,-1.54511815064626,0.800369525947352,-0.838369465383228,1.96182836595957,-0.440776522530893,0.962009631165578
"203","130556101",1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,-0.085726981810369,-0.45291217729175,0.226511244690071,-0.46522092815261,1.29437270754671,0.649292608072888,1.62350176788745,-0.379564562524518,0.498569971064387,0.367667965453656,1.45111340496611,1.38726438652133,-0.000388340381342474,1.42682097482671,-0.866551351298694,1.84332280176323,0.962009631165578
"204","130566103",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1.11619986882313,-0.584063450309136,-0.356547114115797,-0.392816280701251,-0.417508012665597,-0.384561722310352,-0.840731316679297,-0.379564562524518,0.0772374791239092,-0.866738566050452,-0.428701792797434,1.38726438652133,-0.801146206710037,-0.838369465383228,-0.866551351298694,-0.82145974324658,-0.862049090180097
"205","130580103",0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-0.772708906485545,0.963521571296016,-0.0650179347128633,-0.175602338347174,0.635957045926592,-1.41841605269359,0.391385225604079,2.00296855140412,0.919902463004866,1.19060565312306,0.0412520066434532,1.38726438652133,0.800369525947352,-0.838369465383228,1.254733436645,-0.82145974324658,0.962009631165578
"206","130580104",0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-1.03032712823874,0.0192324055708385,-0.239935442354624,0.620848783617774,-0.219983314179562,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,0.779136809288359,0.51120580608434,0.968352595497386,0.800369525947352,-0.838369465383228,1.254733436645,-0.82145974324658,0.962009631165578
"207","130602101",1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.858873164617998,0.202844187795179,-0.21078252441433,0.620848783617774,-0.15414174801755,-0.384561722310352,-0.840731316679297,-0.379564562524518,0.498569971064387,0.367667965453656,0.0412520066434532,0.549440804473446,-0.000388340381342474,-0.460837725348238,0.547638507330438,1.84332280176323,0.962009631165578
"208","130602103",0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-1.28794534999193,-0.0594583582395929,-0.87546905345302,0.077813927732582,-0.351666446503585,0.649292608072888,0.391385225604079,-0.379564562524518,1.34123495494534,-0.866738566050452,0.981159605525227,0.130529013449506,0.800369525947352,-0.838369465383228,1.254733436645,-0.82145974324658,-0.497237345910962
"209","130605103",1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,-0.772708906485545,-0.0856886128430701,-0.648076293518731,0.077813927732582,-0.417508012665597,-0.384561722310352,-0.840731316679297,-0.379564562524518,-0.765427504757047,0.779136809288359,-1.8385631911201,0.130529013449506,0.800369525947352,-0.838369465383228,1.254733436645,-0.82145974324658,-1.59167257871837
"210","130605104",0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-0.858581647069942,0.150383678588224,0.488887506152711,0.077813927732582,-0.483349578827609,0.649292608072888,0.391385225604079,-0.379564562524518,1.34123495494534,-0.0438008783810463,1.45111340496611,0.968352595497386,-0.000388340381342474,-0.838369465383228,1.96182836595957,-0.82145974324658,0.962009631165578
"211","130612104",1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.600963425316751,0.0716929147777928,-0.385700032056091,-0.338512795112732,-0.351666446503585,0.649292608072888,-0.840731316679297,-0.379564562524518,-2.02942498057848,1.19060565312306,-0.898655592238321,1.38726438652133,0.800369525947352,-0.838369465383228,-0.866551351298694,-0.82145974324658,0.962009631165578
"212","130617106",0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-1.11619986882313,-0.190609631256979,-0.239935442354624,-0.356613956975572,-0.351666446503585,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,-2.92408278522396,0.51120580608434,-1.54511815064626,0.800369525947352,-0.838369465383228,1.254733436645,-0.440776522530893,0.232386142627308
"213","130618104",0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.686836165901148,-0.295530649670887,-0.822993801160491,-0.103197690895815,-0.0224586156935262,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.455269722215749,0.0412520066434532,0.549440804473446,-0.000388340381342474,-0.838369465383228,0.547638507330438,-0.82145974324658,-1.59167257871837
"214","130622103",1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,-1.20207260940753,-0.977517269361293,-0.531464621757558,0.439837164989377,-0.0224586156935262,-0.384561722310352,-0.840731316679297,-0.379564562524518,0.0772374791239092,1.19060565312306,1.45111340496611,1.38726438652133,-0.801146206710037,1.42682097482671,-0.159456421984128,1.84332280176323,-0.132425601641827
"215","130629101",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.06109153279956,-0.358483260719232,-0.239935442354624,-0.374715118838411,-0.549191144989621,-2.45227038307683,-3.30496440124605,-0.379564562524518,1.34123495494534,-0.0438008783810463,0.0412520066434532,-0.707294568598374,-2.40266193936743,1.42682097482671,-2.98783613924239,1.84332280176323,0.962009631165578
"216","130644105",0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-0.944454387654339,-0.45291217729175,0.0515937370483102,-0.193703500210014,-0.285824880341574,0.649292608072888,0.391385225604079,-0.379564562524518,-1.18675999669753,-2.10114509755456,-1.8385631911201,-1.54511815064626,0.800369525947352,-0.838369465383228,0.547638507330438,1.84332280176323,0.962009631165578
"217","130646103",0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,-1.28794534999193,-0.190609631256979,1.80076881346591,0.0235104421440628,0.306749215116533,-0.384561722310352,-0.840731316679297,-0.379564562524518,-0.344095012816569,-0.866738566050452,-0.898655592238321,0.549440804473446,0.800369525947352,-0.838369465383228,1.254733436645,-0.0600933018152066,0.962009631165578
"218","130657101",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.601254942864807,-0.584063450309136,-0.239935442354624,0.077813927732582,-0.351666446503585,-1.41841605269359,-2.07284785896267,-0.379564562524518,0.498569971064387,-0.866738566050452,-0.898655592238321,-0.288382777574434,-2.40266193936743,1.42682097482671,-0.159456421984128,-0.0600933018152066,-0.862049090180097
"219","130657103",1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0.687127683449204,1.38320564495165,3.25841471048058,1.88793011401656,-0.0224586156935262,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.866738566050452,0.51120580608434,-1.54511815064626,0.800369525947352,-0.838369465383228,1.254733436645,0.32058991890048,0.962009631165578
"220","130658103",0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-0.858581647069942,0.333995460812564,-0.414852949996384,0.077813927732582,-0.615032711151633,0.649292608072888,0.391385225604079,-0.379564562524518,-1.18675999669753,-0.0438008783810463,0.0412520066434532,0.130529013449506,-0.000388340381342474,-0.838369465383228,0.547638507330438,-0.0600933018152066,-0.132425601641827
"221","130660102",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.54585508929317,-0.484388482815923,-0.531464621757558,0.077813927732582,-0.483349578827609,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.455269722215749,-0.898655592238321,-0.707294568598374,-2.40266193936743,1.42682097482671,-2.98783613924239,1.08195636033185,-1.59167257871837
"222","130678104",1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.944454387654339,-0.0594583582395929,-0.531464621757558,-0.103197690895815,-0.219983314179562,-1.41841605269359,-2.07284785896267,-0.379564562524518,1.34123495494534,-0.866738566050452,0.51120580608434,0.968352595497386,0.800369525947352,-0.0833059853132493,-0.159456421984128,0.32058991890048,-1.22686083444923
"223","130694431",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.600963425316751,-0.0594583582395929,-0.239935442354624,-0.374715118838411,-0.285824880341574,0.649292608072888,0.391385225604079,-0.379564562524518,0.498569971064387,-0.866738566050452,-0.898655592238321,-0.707294568598374,-0.000388340381342474,0.29422575472174,-0.159456421984128,0.32058991890048,0.962009631165578
"224","130698104",0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-0.858581647069942,0.596298006847336,-0.239935442354624,1.88793011401656,0.635957045926592,0.649292608072888,0.391385225604079,2.00296855140412,0.498569971064387,1.19060565312306,0.51120580608434,-0.707294568598374,0.800369525947352,-0.838369465383228,1.254733436645,-0.0600933018152066,0.232386142627308
"225","130700103",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.34334520356356,-0.807020614438692,-0.726789171957523,-0.374715118838411,-0.351666446503585,0.649292608072888,0.391385225604079,2.00296855140412,-2.02942498057848,1.19060565312306,-0.428701792797434,1.38726438652133,0.800369525947352,-0.0833059853132493,-1.57364628061326,-0.82145974324658,-1.59167257871837
"226","130705103",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.515090684732354,-0.45291217729175,-0.237020150560594,-0.157501176484335,-0.219983314179562,-0.384561722310352,-0.840731316679297,-0.379564562524518,0.0772374791239092,-0.0438008783810463,-0.898655592238321,-0.707294568598374,0.800369525947352,1.42682097482671,-0.866551351298694,-0.82145974324658,-1.22686083444923
"227","130714103",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.600963425316751,-1.18735930618911,-0.793840883220198,-0.157501176484335,-0.351666446503585,0.649292608072888,0.391385225604079,-0.379564562524518,-1.18675999669753,0.367667965453656,0.0412520066434532,-0.707294568598374,-0.000388340381342474,1.42682097482671,-0.866551351298694,-0.82145974324658,-1.22686083444923
"228","130714104",1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,-0.772708906485545,0.333995460812564,1.21771045466005,0.982872020874568,-0.0224586156935262,-1.41841605269359,-2.07284785896267,-0.379564562524518,0.0772374791239092,1.19060565312306,0.51120580608434,1.38726438652133,0.800369525947352,-0.838369465383228,1.254733436645,-0.82145974324658,-1.59167257871837
"229","130716103",1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,-0.772708906485545,-0.190609631256979,0.372275834391537,-0.392816280701251,-0.15414174801755,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.866738566050452,-0.898655592238321,-0.707294568598374,-0.000388340381342474,1.42682097482671,-0.159456421984128,-0.82145974324658,-1.59167257871837
"230","130716104",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.944454387654339,-0.295530649670887,-0.21078252441433,-0.772940679820885,-0.0224586156935262,0.649292608072888,0.391385225604079,-0.379564562524518,1.76256744688582,-0.0438008783810463,0.0412520066434532,-0.288382777574434,-0.000388340381342474,-0.838369465383228,-1.57364628061326,-0.82145974324658,-1.22686083444923
"231","130717101",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.085726981810369,-0.26930039506741,-0.677229211459024,-0.827244165409405,-0.219983314179562,-1.41841605269359,-2.07284785896267,-0.379564562524518,-1.608092488638,-0.866738566050452,-0.428701792797434,-1.9640299416702,-0.801146206710037,-0.460837725348238,-0.866551351298694,-0.82145974324658,0.962009631165578
"232","130720102",0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-0.944454387654339,-1.0824382877752,0.0515937370483102,0.077813927732582,-0.351666446503585,0.649292608072888,0.391385225604079,4.38550166533275,0.0772374791239092,-0.455269722215749,-0.428701792797434,0.130529013449506,-0.000388340381342474,-0.0833059853132493,-0.159456421984128,-0.82145974324658,-0.862049090180097
"233","130721105",1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.858581647069942,0.596298006847336,-0.239935442354624,0.258825546360979,-0.417508012665597,-0.384561722310352,0.391385225604079,-0.379564562524518,0.498569971064387,-0.0438008783810463,0.51120580608434,-0.288382777574434,0.800369525947352,-0.838369465383228,0.547638507330438,1.84332280176323,0.962009631165578
"234","130745103",0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1.28823686753998,-0.0332281036361158,1.50923963406298,0.295027870086659,-0.0224586156935262,0.649292608072888,0.391385225604079,-0.379564562524518,-1.18675999669753,1.19060565312306,0.0412520066434532,0.549440804473446,-0.801146206710037,-0.460837725348238,-0.866551351298694,-0.440776522530893,-1.22686083444923
"235","130746101",1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.0860184993584251,1.90781073702119,0.343122916451244,0.982872020874568,0.635957045926592,-1.41841605269359,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.0438008783810463,-0.428701792797434,0.549440804473446,0.800369525947352,-0.460837725348238,1.96182836595957,0.32058991890048,-0.132425601641827
"236","130753102",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.63172782987757,-1.10866854237868,-0.677229211459024,-0.284209309524213,-0.219983314179562,-1.41841605269359,0.391385225604079,-0.379564562524518,0.0772374791239092,1.19060565312306,1.45111340496611,1.38726438652133,-1.60190407303873,-0.838369465383228,-0.159456421984128,0.701273139616167,0.962009631165578
"237","130755101",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1.45998234870878,-0.547341093864268,-0.677229211459024,-0.43806918535835,-0.417508012665597,-2.45227038307683,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.0438008783810463,-0.898655592238321,0.549440804473446,-1.60190407303873,-0.0833059853132493,-0.866551351298694,-0.0600933018152066,-1.22686083444923
"238","130755103",1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-0.772708906485545,-0.715214723326522,0.780416685555645,-0.103197690895815,-0.0224586156935262,-1.41841605269359,-2.07284785896267,-0.379564562524518,1.34123495494534,-0.0438008783810463,0.0412520066434532,0.549440804473446,0.800369525947352,-0.838369465383228,1.254733436645,-0.82145974324658,-0.132425601641827
"239","130755104",1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,-0.858581647069942,-0.977517269361293,0.488887506152711,-0.827244165409405,-0.0224586156935262,-0.384561722310352,0.391385225604079,-0.379564562524518,1.34123495494534,0.367667965453656,-0.428701792797434,0.130529013449506,0.800369525947352,-0.838369465383228,1.254733436645,0.32058991890048,0.962009631165578
"240","130755601",0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,-0.772708906485545,1.90781073702119,0.366445250803479,0.18642089890962,-0.0224586156935262,0.649292608072888,0.391385225604079,2.00296855140412,-1.608092488638,1.19060565312306,0.51120580608434,1.38726438652133,-0.000388340381342474,-0.838369465383228,1.254733436645,0.32058991890048,0.962009631165578
"241","130756103",1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,-0.858581647069942,-0.295530649670887,0.558854509209415,-0.284209309524213,-0.0224586156935262,0.649292608072888,0.391385225604079,-0.379564562524518,1.34123495494534,0.367667965453656,0.51120580608434,0.549440804473446,0.800369525947352,-0.838369465383228,0.547638507330438,-0.0600933018152066,0.962009631165578
"242","130756601",0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-0.944454387654339,-0.780790359835215,0.0515937370483102,-0.284209309524213,-0.285824880341574,0.649292608072888,0.391385225604079,-0.379564562524518,0.0772374791239092,-0.866738566050452,0.0412520066434532,-0.288382777574434,-0.000388340381342474,-0.0833059853132493,0.547638507330438,-0.82145974324658,0.232386142627308
"243","130760101",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.944745905202395,-0.927679785614687,-0.822993801160491,-0.827244165409405,-0.483349578827609,-1.41841605269359,0.391385225604079,-0.379564562524518,-1.608092488638,1.19060565312306,1.45111340496611,1.38726438652133,0.800369525947352,1.42682097482671,-0.866551351298694,1.84332280176323,-0.497237345910962
