"","X","pid","age","gendermale","dispatch.Dispatch","qg12","qg10Yes","qg1001","qg901","qg702","qn4003Yes","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qea0同居","qea0在婚","qea0未婚","qea0离婚","qp605.公费治疗","qp605.城镇居民","qp605.城镇治疗","qp605.新型农村","qp605.补充医疗","qu201Yes","qu202Yes","qu802","qu702","w01","kwa2_b_1不喜欢学校","kwa2_b_1学业成绩","kwa2_b_1经济困难","kwa2_b_1身体健康","qn203Yes","qn4001Yes","qn201_b_1","qn202"
"790","790","211768103",-6.99830261881668,1,0,5454.35454545455,"1",-242.406211180124,-36.300899427637,-1027.9655596556,"0","4","4","0","4","3","6",-0.70615983030267,"0","1","0","0","0","0","0","0","0","1","1","5","7","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"791","791","211769101",14.0016973811833,1,0,-12377.6454545455,"0",-277.406211180124,-340.300899427637,-1507.9655596556,"0","4","4","0","5","6","6",0.1312152257835,"0","1","0","0","0","0","0","1","0","0","0","3","7","4","0","0","0","0","0","0",0.840942204953861,-2.49129213483146
"792","792","211770103",-9.99830261881668,0,0,-13745.6454545455,"0",-197.406211180124,-307.300899427637,-627.965559655597,"0","4","3","0","3","10","8",0.1312152257835,"0","1","0","0","0","0","0","1","0","1","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"793","793","211774431",-5.99830261881668,0,0,11454.3545454545,"0",172.593788819876,-296.300899427637,-1427.9655596556,"1","5","5","0","6","8","8",0.968590281869671,"0","1","0","0","0","0","0","1","0","1","1","4","1","6","0","0","0","0","0","0",3.84094220495386,0.50870786516854
"794","794","211779101",9.00169738118332,0,0,-15545.6454545455,"1",-358.406211180124,-167.300899427637,-1327.9655596556,"0","4","4","0","6","9","5",0.1312152257835,"0","1","0","0","0","0","0","1","0","1","0","3","7","4","0","0","1","0","0","0",-1.15905779504614,-4.49129213483146
"795","795","211790106",-11.9983026188167,0,0,-17545.6454545455,"0",-247.406211180124,-291.300899427637,-727.965559655597,"0","3","2","0","2","7","5",0.549902753826586,"0","0","1","0","0","0","0","0","0","1","0","4","1","4","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"796","796","211791103",-8.99830261881668,1,0,-28545.6454545455,"0",-197.406211180124,-386.300899427637,-1127.9655596556,"0","5","5","0","0","5","5",-0.70615983030267,"0","0","1","0","0","0","0","0","0","1","0","3","7","3","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"797","797","211792104",0.00169738118331963,1,0,1454.35454545455,"1",222.593788819876,913.699100572363,-1327.9655596556,"0","4","4","0","7","5","7",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","4","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"798","798","211796105",-7.99830261881668,1,1,-13545.6454545455,"0",-430.406211180124,-536.300899427637,-1327.9655596556,"0","5","5","0","5","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","0","0","2","7","5","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"799","799","211799501",-3.99830261881668,0,0,-24545.6454545455,"0",-123.406211180124,-126.300899427637,-1127.9655596556,"0","2","4","0","3","6","8",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"800","800","211812103",-11.9983026188167,0,1,-28545.6454545455,"1",-277.406211180124,-336.300899427637,-1227.9655596556,"0","4","4","0","6","10","10",1.38727780991276,"0","1","0","0","0","0","0","0","0","1","1","5","6","5","0","0","0","0","0","0",-1.15905779504614,-3.49129213483146
"801","801","211815102",16.0016973811833,1,0,-8545.64545454545,"0",-312.406211180124,-536.300899427637,-1427.9655596556,"0","3","4","0","6","5","5",-0.287472302259585,"0","1","0","0","0","0","0","1","0","0","0","1","7","3","0","0","1","0","0","0",4.84094220495386,2.50870786516854
"802","802","211822103",-8.99830261881668,1,0,-24545.6454545455,"0",-77.4062111801242,-386.300899427637,-927.965559655597,"0","4","4","0","3","10","10",1.38727780991276,"0","0","1","0","0","0","1","0","0","1","0","5","7","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"803","803","211823102",6.00169738118332,0,0,-12545.6454545455,"1",-277.406211180124,-136.300899427637,372.034440344403,"0","4","4","0","5","6","8",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","0","5","1","5","0","0","0","0","0","0",0.840942204953861,2.50870786516854
"804","804","211824101",26.0016973811833,1,0,-30545.6454545455,"0",-141.406211180124,-484.300899427637,-1427.9655596556,"0","4","4","0","5","7","8",0.968590281869671,"0","1","0","0","0","0","1","0","0","0","0","1","7","5","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"805","805","211828102",-2.99830261881668,1,0,-35545.6454545455,"0",-177.406211180124,-186.300899427637,-577.965559655597,"0","4","4","1","5","8","9",0.549902753826586,"0","0","1","0","0","0","0","0","0","1","1","5","1","5","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"806","806","211829102",-0.99830261881668,1,0,-22145.6454545455,"1",-327.406211180124,-236.300899427637,372.034440344403,"1","2","4","1","4","6","9",0.1312152257835,"0","0","1","0","0","0","1","0","0","1","0","5","1","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"807","807","211832102",23.0016973811833,1,0,-24545.6454545455,"0",-177.406211180124,-231.300899427637,-327.965559655597,"0","1","2","0","7","10","10",1.38727780991276,"0","1","0","0","0","1","0","0","0","1","0","3","7","4","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"808","808","211832601",-5.99830261881668,0,0,-545.645454545454,"0",-77.4062111801242,-336.300899427637,-1127.9655596556,"0","5","5","1","5","10","8",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","0","5","1","7","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"809","809","211837101",6.00169738118332,1,0,-21745.6454545455,"1",-177.406211180124,-36.300899427637,-1127.9655596556,"0","4","4","0","1","9","9",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","1","5","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"810","810","211837104",2.00169738118332,0,0,-12545.6454545455,"0",-177.406211180124,-136.300899427637,-1127.9655596556,"0","3","4","0","4","8","5",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"811","811","211838101",1.00169738118332,1,0,-545.645454545454,"0",-177.406211180124,-286.300899427637,-1127.9655596556,"0","4","4","0","5","8","10",1.38727780991276,"0","1","0","0","0","1","0","0","0","1","0","5","7","4","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"812","812","211838102",-0.99830261881668,0,0,-36545.6454545455,"0",-177.406211180124,-6.30089942763698,-1427.9655596556,"0","3","4","0","5","10","10",1.38727780991276,"0","1","0","0","0","1","0","0","0","1","0","5","1","4","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"813","813","211844101",18.0016973811833,1,1,-12545.6454545455,"0",-177.406211180124,-222.300899427637,-1127.9655596556,"0","4","4","0","7","7","10",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","0","5","7","4","0","1","0","0","0","0",4.84094220495386,2.50870786516854
"814","814","211844102",16.0016973811833,0,0,-18545.6454545455,"0",-187.406211180124,-246.300899427637,-1127.9655596556,"0","4","4","0","2","5","10",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","4","1","5","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"815","815","211851101",24.0016973811833,1,0,11454.3545454545,"0",122.593788819876,-256.300899427637,-827.965559655597,"0","4","4","0","2","10","0",-2.7995974705181,"0","1","0","0","0","0","1","0","0","0","1","5","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"816","816","211858102",12.0016973811833,1,0,1454.35454545455,"1",122.593788819876,-36.300899427637,-1027.9655596556,"1","3","3","0","1","10","10",1.38727780991276,"0","1","0","0","1","0","0","0","0","1","1","3","7","6","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"817","817","211870102",17.0016973811833,1,0,-36545.6454545455,"0",-277.406211180124,-536.300899427637,-627.965559655597,"1","3","3","0","5","3","5",-0.70615983030267,"0","0","1","0","1","0","0","0","0","1","0","4","7","5","0","0","0","0","0","0",4.84094220495386,-4.49129213483146
"818","818","211871101",22.0016973811833,1,0,-30545.6454545455,"1",-141.406211180124,-484.300899427637,-627.965559655597,"1","4","4","0","0","5","5",-0.287472302259585,"0","1","0","0","0","0","1","0","0","0","0","1","1","5","0","0","1","0","0","0",4.84094220495386,-1.49129213483146
"819","819","211874101",3.00169738118332,1,0,1454.35454545455,"1",-477.406211180124,-536.300899427637,-1027.9655596556,"1","4","3","0","5","3","5",-1.54353488638884,"0","1","0","0","1","0","0","0","0","1","1","5","1","6","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"820","820","211875101",4.00169738118332,0,0,-12545.6454545455,"1",-37.4062111801242,-536.300899427637,-1227.9655596556,"1","2","3","0","2","9","10",1.38727780991276,"0","1","0","0","1","0","0","0","0","1","1","5","1","6","0","0","0","0","0","0",0.840942204953861,-1.49129213483146
"821","821","211875102",4.00169738118332,1,0,-8945.64545454545,"1",122.593788819876,-36.300899427637,-1127.9655596556,"1","4","2","1","0","10","7",1.38727780991276,"0","1","0","0","1","0","0","0","0","1","0","5","7","5","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"822","822","211876104",8.00169738118332,0,1,-12545.6454545455,"0",-159.406211180124,-176.300899427637,-827.965559655597,"0","4","4","0","5","3","8",-1.12484735834576,"0","1","0","0","0","0","1","0","0","1","0","4","6","4","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"823","823","211898102",16.0016973811833,1,0,-8545.64545454545,"0",-67.4062111801242,-221.300899427637,-1327.9655596556,"0","4","4","0","7","6","0",-2.7995974705181,"0","1","0","0","0","0","0","1","0","0","0","2","3","3","0","0","1","0","0","0",4.84094220495386,2.50870786516854
"824","824","211915104",-8.99830261881668,0,0,-18545.6454545455,"0",-253.406211180124,-336.300899427637,-1227.9655596556,"0","4","4","0","0","0","1",-1.96222241443193,"0","1","0","0","0","0","0","1","0","1","0","4","6","4","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"825","825","211916105",-12.9983026188167,0,0,-22945.6454545455,"0",254.593788819876,-86.300899427637,-1127.9655596556,"0","4","4","0","5","8","5",-0.70615983030267,"0","0","1","0","0","0","0","1","0","1","1","5","1","7","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"826","826","211924103",-9.99830261881668,1,0,21454.3545454545,"1",212.593788819876,-198.300899427637,-227.965559655597,"0","3","4","1","2","10","0",-2.7995974705181,"0","0","1","0","0","0","1","0","0","1","1","5","1","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"827","827","211928102",15.0016973811833,1,0,-25745.6454545455,"1",-189.406211180124,-36.300899427637,-627.965559655597,"0","3","3","0","5","9","7",0.549902753826586,"0","1","0","0","0","0","1","0","0","0","0","1","7","3","0","0","1","0","0","0",-0.159057795046139,-3.49129213483146
"828","828","211930103",-10.9983026188167,1,0,51454.3545454545,"1",-377.406211180124,-236.300899427637,-1127.9655596556,"0","4","4","1","6","8","8",-0.70615983030267,"0","1","0","0","0","0","0","0","1","1","1","5","1","5","0","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"829","829","211930501",-12.9983026188167,0,0,1454.35454545455,"1",-377.406211180124,-236.300899427637,-1460.9655596556,"0","4","4","0","5","9","8",0.1312152257835,"0","1","0","0","0","0","0","0","1","1","0","4","3","4","0","0","1","0","0","0",-2.15905779504614,-2.49129213483146
"830","830","211937101",1.00169738118332,0,1,-22545.6454545455,"0",-372.406211180124,-286.300899427637,-1127.9655596556,"0","4","4","0","5","5","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","4","7","4","0","1","0","0","0","0",-2.15905779504614,-4.49129213483146
"831","831","211947102",18.0016973811833,0,0,1454.35454545455,"1",362.593788819876,299.699100572363,-227.965559655597,"1","2","4","0","10","7","9",0.1312152257835,"0","0","0","0","0","0","1","0","0","1","0","5","2","6","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"832","832","211951101",12.0016973811833,0,0,-33545.6454545455,"0",-217.406211180124,-536.300899427637,-1427.9655596556,"0","4","4","0","5","10","5",0.1312152257835,"0","1","0","0","1","0","0","0","0","1","0","3","1","5","0","0","1","0","0","0",1.84094220495386,-0.49129213483146
"833","833","211951103",-10.9983026188167,1,0,11454.3545454545,"1",22.5937888198758,113.699100572363,-827.965559655597,"1","4","4","0","5","9","9",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","3","3","6","0","0","0","0","0","0",-1.15905779504614,-4.49129213483146
"834","834","211953102",10.0016973811833,0,1,-22545.6454545455,"0",-177.406211180124,-236.300899427637,-1227.9655596556,"0","4","5","0","8","3","5",0.968590281869671,"0","1","0","0","0","0","0","0","0","0","0","1","7","4","0","0","1","0","0","0",0.840942204953861,-1.49129213483146
"835","835","211955103",-14.9983026188167,0,0,-545.645454545454,"0",-177.406211180124,-336.300899427637,-627.965559655597,"0","4","4","0","5","6","6",-0.287472302259585,"0","0","1","0","0","0","1","0","0","1","0","3","3","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"836","836","211959102",16.0016973811833,1,0,11454.3545454545,"1",102.593788819876,2063.69910057236,372.034440344403,"1","4","4","0","2","10","10",0.549902753826586,"0","1","0","0","1","0","0","0","0","1","0","3","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"837","837","212034431",-4.99830261881668,0,0,41454.3545454545,"1",-177.406211180124,-136.300899427637,-227.965559655597,"1","4","4","0","7","8","6",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","0","4","7","7","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"838","838","215815501",-1.99830261881668,1,0,151454.354545455,"1",-17.4062111801242,13.699100572363,372.034440344403,"0","4","4","1","5","6","5",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","3","1","7","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"839","839","215826501",-9.99830261881668,0,1,-4145.64545454545,"0",-277.406211180124,-536.300899427637,-1527.9655596556,"0","4","4","0","5","2","2",-0.70615983030267,"0","1","0","0","0","0","1","0","0","0","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"840","840","216042431",-0.99830261881668,1,1,11454.3545454545,"1",22.5937888198758,763.699100572363,372.034440344403,"0","2","4","0","5","9","8",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"841","841","218990501",-5.99830261881668,1,0,6454.35454545455,"1",122.593788819876,763.699100572363,-1327.9655596556,"1","4","4","0","5","10","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","0","4","4","6","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"842","842","219474601",-9.99830261881668,1,0,41454.3545454545,"0",-267.406211180124,-246.300899427637,-1127.9655596556,"0","2","3","0","6","7","7",0.549902753826586,"0","1","0","0","0","0","0","0","0","1","0","4","1","4","0","0","1","0","0","0",-2.15905779504614,-2.49129213483146
"843","843","220003501",-12.9983026188167,0,1,-35945.6454545455,"0",-127.406211180124,-276.300899427637,-1127.9655596556,"0","3","4","0","6","5","6",-0.287472302259585,"0","1","0","0","0","0","0","1","0","1","1","4","1","4","0","0","0","0","0","0",0.840942204953861,2.50870786516854
"844","844","220007104",-12.9983026188167,0,1,-5945.64545454545,"1",-427.406211180124,-86.300899427637,-127.965559655597,"0","4","4","0","3","9","7",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"845","845","220008103",-13.9983026188167,0,1,11454.3545454545,"0",-353.406211180124,-536.300899427637,-1127.9655596556,"0","5","5","0","3","3","6",-0.70615983030267,"0","0","1","0","0","0","0","1","0","1","1","3","2","4","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"846","846","220013103",-7.99830261881668,1,0,26454.3545454545,"1",-477.406211180124,-236.300899427637,-1127.9655596556,"0","4","4","1","3","10","8",0.968590281869671,"0","0","1","0","0","0","0","0","1","1","1","2","1","6","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"847","847","220018104",-5.99830261881668,0,0,-8545.64545454545,"0",-77.4062111801242,-316.300899427637,-1127.9655596556,"0","4","4","0","5","5","6",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","1","4","1","6","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"848","848","220021103",-3.99830261881668,1,1,1454.35454545455,"1",-277.406211180124,-376.300899427637,-627.965559655597,"0","3","3","0","2","7","7",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",-1.15905779504614,0.50870786516854
"849","849","220021104",-7.99830261881668,1,1,-15545.6454545455,"1",-137.406211180124,113.699100572363,372.034440344403,"0","2","2","1","0","10","8",1.38727780991276,"0","0","1","0","0","0","0","1","0","1","1","4","1","7","0","0","0","0","0","0",0.840942204953861,0.50870786516854
"850","850","220022103",-10.9983026188167,1,0,1454.35454545455,"0",-77.4062111801242,-236.300899427637,-1127.9655596556,"0","4","4","0","3","3","2",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","0","5","2","4","1","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"851","851","220031601",-3.99830261881668,1,0,-3545.64545454545,"1",-177.406211180124,-436.300899427637,-1327.9655596556,"0","2","5","0","5","3","3",-0.70615983030267,"0","1","0","0","0","0","1","0","0","0","1","5","6","7","0","0","0","0","0","1",-2.15905779504614,2.50870786516854
"852","852","220047101",17.0016973811833,1,0,6454.35454545455,"1",68.5937888198758,-36.300899427637,-627.965559655597,"1","4","4","0","4","5","8",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","3","3","7","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"853","853","220047102",18.0016973811833,0,0,-12545.6454545455,"0",-317.406211180124,-127.300899427637,-627.965559655597,"0","3","3","0","5","10","10",0.549902753826586,"0","1","0","0","0","0","0","0","0","0","0","1","7","3","0","0","1","0","0","0",-2.15905779504614,-3.49129213483146
"854","854","220048105",-15.9983026188167,1,0,-30545.6454545455,"1",322.593788819876,83.699100572363,-627.965559655597,"0","4","3","0","7","5","5",-2.7995974705181,"0","0","1","0","0","0","1","0","0","1","1","5","1","6","1","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"855","855","220049102",10.0016973811833,1,0,-18545.6454545455,"0",-219.406211180124,-336.300899427637,-1027.9655596556,"1","4","4","0","0","7","8",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","1","7","4","0","1","0","0","0","0",0.840942204953861,2.50870786516854
"856","856","220057103",-8.99830261881668,1,0,51454.3545454545,"1",522.593788819876,113.699100572363,-627.965559655597,"0","4","4","0","8","8","8",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",-1.15905779504614,-1.49129213483146
"857","857","220060103",7.00169738118332,1,0,-24545.6454545455,"0",-227.406211180124,-296.300899427637,-1327.9655596556,"0","4","4","0","5","10","10",1.38727780991276,"0","0","0","1","0","0","0","1","0","1","0","5","3","4","1","0","0","0","0","0",0.840942204953861,0.50870786516854
"858","858","220082103",-14.9983026188167,0,0,6454.35454545455,"1",-327.406211180124,-386.300899427637,-827.965559655597,"0","2","4","1","6","4","8",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","0","5","7","6","0","0","0","0","1","0",-2.15905779504614,-1.49129213483146
"859","859","220084102",8.00169738118332,1,0,1454.35454545455,"1",-137.406211180124,-386.300899427637,-1127.9655596556,"0","4","4","0","5","10","8",0.549902753826586,"0","1","0","0","0","0","0","1","0","1","0","4","7","4","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"860","860","220092103",-11.9983026188167,1,1,-42545.6454545455,"1",-317.406211180124,-236.300899427637,-1427.9655596556,"0","4","4","0","8","10","8",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","1","5","1","6","0","0","1","0","0","0",4.84094220495386,2.50870786516854
"861","861","220098103",-0.99830261881668,0,0,6454.35454545455,"1",42.5937888198758,263.699100572363,-627.965559655597,"1","2","4","1","7","7","5",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-1.15905779504614,0.50870786516854
"862","862","220099101",10.0016973811833,1,0,-26945.6454545455,"0",-277.406211180124,-386.300899427637,-1127.9655596556,"0","3","3","0","4","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","1","1","7","4","0","0","1","0","0","0",-0.159057795046139,-2.49129213483146
"863","863","220111102",28.0016973811833,0,0,-42545.6454545455,"0",-377.406211180124,-236.300899427637,-1427.9655596556,"0","4","4","0","10","7","5",-0.287472302259585,"0","1","0","0","0","0","0","1","0","0","0","1","7","1","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"864","864","220113101",13.0016973811833,1,0,-22545.6454545455,"1",-417.406211180124,-136.300899427637,-627.965559655597,"1","2","1","0","2","8","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","1","5","7","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"865","865","220132103",13.0016973811833,1,0,-28145.6454545455,"0",-410.406211180124,-536.300899427637,-377.965559655597,"0","3","3","0","0","10","10",0.549902753826586,"0","1","0","0","0","1","0","0","0","0","0","2","1","4","0","0","1","0","0","0",0.840942204953861,0.50870786516854
"866","866","220132104",-14.9983026188167,0,0,-44545.6454545455,"0",-147.406211180124,-336.300899427637,-1127.9655596556,"0","3","5","0","0","10","5",1.38727780991276,"0","0","1","0","0","1","0","0","0","1","1","5","1","7","0","0","0","0","1","0",-2.15905779504614,-3.49129213483146
"867","867","220136101",-3.99830261881668,0,1,-24545.6454545455,"0",462.593788819876,-176.300899427637,-1127.9655596556,"0","4","5","0","0","8","8",-0.70615983030267,"0","1","0","0","0","1","0","0","0","1","1","5","1","4","0","0","0","0","0","0",-1.15905779504614,-4.49129213483146
"868","868","220138101",-0.99830261881668,0,0,-26545.6454545455,"0",-277.406211180124,-36.300899427637,-627.965559655597,"0","3","3","0","3","10","7",0.1312152257835,"0","1","0","0","0","1","0","0","0","0","0","4","7","5","0","0","1","0","0","0",-1.15905779504614,2.50870786516854
"869","869","220140101",26.0016973811833,1,0,-26645.6454545455,"0",622.593788819876,-236.300899427637,-1267.9655596556,"0","4","4","0","0","8","5",-2.7995974705181,"0","1","0","0","0","0","0","0","0","0","1","1","1","4","0","0","0","0","0","0",4.84094220495386,-4.49129213483146
"870","870","220150101",26.0016973811833,1,0,-12545.6454545455,"0",-277.406211180124,-271.300899427637,-1227.9655596556,"0","4","5","0","3","10","9",-0.70615983030267,"0","1","0","0","0","0","1","0","0","0","0","1","7","1","0","0","0","0","0","0",0.840942204953861,2.50870786516854
"871","871","220155102",11.0016973811833,1,0,-22545.6454545455,"0",-77.4062111801242,-236.300899427637,-1127.9655596556,"0","2","2","0","4","4","6",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","2","5","6","0","0","0","0","0","0",0.840942204953861,-1.49129213483146
"872","872","220156103",-8.99830261881668,1,0,-18545.6454545455,"1",-177.406211180124,-36.300899427637,-1127.9655596556,"0","4","4","0","6","8","8",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"873","873","220162103",-8.99830261881668,1,0,11454.3545454545,"1",173.593788819876,113.699100572363,-627.965559655597,"1","2","2","0","5","10","10",1.38727780991276,"0","0","1","0","0","0","1","0","0","1","0","5","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"874","874","220164103",-10.9983026188167,0,1,-32545.6454545455,"1",22.5937888198758,263.699100572363,372.034440344403,"0","4","4","0","7","7","8",0.968590281869671,"0","0","1","0","0","0","1","0","0","0","1","5","1","8","1","0","0","0","1","0",-2.15905779504614,2.50870786516854
"875","875","220168431",-4.99830261881668,0,0,-2945.64545454545,"1",-102.406211180124,143.699100572363,-627.965559655597,"0","4","4","0","6","4","4",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","0","5","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"876","876","220174101",10.0016973811833,0,0,11454.3545454545,"1",-77.4062111801242,-436.300899427637,-27.9655596555965,"1","4","4","0","5","5","8",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","3","1","7","0","0","0","0","0","0",-0.159057795046139,-1.49129213483146
"877","877","220174102",10.0016973811833,1,0,-21545.6454545455,"0",72.5937888198758,63.699100572363,-627.965559655597,"0","3","4","0","5","6","5",-1.12484735834576,"0","1","0","0","0","0","1","0","0","1","1","3","5","6","1","0","0","0","0","0",-0.159057795046139,2.50870786516854
"878","878","220183102",10.0016973811833,1,0,-44045.6454545455,"0",-77.4062111801242,-301.300899427637,-1327.9655596556,"0","4","4","0","0","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","5","7","4","1","0","0","0","0","0",-2.15905779504614,-1.49129213483146
"879","879","220213103",-2.99830261881668,0,1,31454.3545454545,"1",122.593788819876,-86.300899427637,-627.965559655597,"0","2","2","0","5","7","7",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"880","880","220222102",12.0016973811833,1,0,-12545.6454545455,"0",222.593788819876,-536.300899427637,-427.965559655596,"0","4","4","0","3","8","7",-0.287472302259585,"0","1","0","0","0","0","0","1","0","1","1","4","7","5","1","0","0","0","0","0",1.84094220495386,2.50870786516854
"881","881","220222103",-11.9983026188167,0,1,-8545.64545454545,"1",-157.406211180124,-186.300899427637,-127.965559655597,"0","4","4","0","8","5","7",-0.287472302259585,"0","0","1","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",-0.159057795046139,-0.49129213483146
"882","882","220222104",-12.9983026188167,1,1,6454.35454545455,"1",-119.406211180124,-81.300899427637,-127.965559655597,"0","4","4","0","5","10","7",0.1312152257835,"0","0","1","0","0","0","1","0","0","1","0","5","1","6","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"883","883","220229104",-14.9983026188167,0,0,-23045.6454545455,"0",-177.406211180124,-536.300899427637,-827.965559655597,"0","3","4","1","4","5","8",0.549902753826586,"0","0","1","0","0","0","0","1","0","1","1","4","1","7","0","1","0","0","0","0",-2.15905779504614,2.50870786516854
"884","884","220229602",-5.99830261881668,1,0,11454.3545454545,"1",272.593788819876,163.699100572363,1372.0344403444,"1","4","3","0","6","8","5",0.549902753826586,"0","1","0","0","1","0","0","0","0","1","0","5","3","7","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"885","885","220230101",23.0016973811833,0,1,-40545.6454545455,"0",-77.4062111801242,-196.300899427637,-1127.9655596556,"0","4","3","0","1","9","10",0.549902753826586,"0","1","0","0","0","0","1","0","0","0","0","1","7","5","0","0","1","0","0","0",0.840942204953861,-1.49129213483146
"886","886","220230102",21.0016973811833,1,0,-30545.6454545455,"0",-327.406211180124,-301.300899427637,-1127.9655596556,"0","5","4","0","10","5","10",0.1312152257835,"0","1","0","0","0","0","1","0","0","0","0","1","1","5","0","0","0","0","0","0",4.84094220495386,-2.49129213483146
"887","887","220271103",-9.99830261881668,0,0,-40945.6454545455,"0",-127.406211180124,-236.300899427637,-1127.9655596556,"0","4","4","0","5","5","5",-0.287472302259585,"0","0","1","0","0","0","0","1","0","1","1","4","1","6","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
