"","X","pid","age","gendermale","dispatch.Dispatch","qg12","qg10Yes","qg1001","qg901","qg702","qn4003Yes","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qea0同居","qea0在婚","qea0未婚","qea0离婚","qp605.公费治疗","qp605.城镇居民","qp605.城镇治疗","qp605.新型农村","qp605.补充医疗","qu201Yes","qu202Yes","qu802","qu702","w01","kwa2_b_1不喜欢学校","kwa2_b_1学业成绩","kwa2_b_1经济困难","kwa2_b_1身体健康","qn203Yes","qn4001Yes","qn201_b_1","qn202"
"3355","3355","510586105",-17.9983026188167,1,1,-44045.6454545455,"0",-217.406211180124,-336.300899427637,-827.965559655597,"0","4","4","0","7","8","5",0.549902753826586,"0","0","1","0","0","0","1","0","0","1","0","4","7","4","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"3356","3356","510591501",-7.99830261881668,0,0,-17945.6454545455,"1",42.5937888198758,-36.300899427637,-627.965559655597,"0","2","4","0","5","5","6",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",-1.15905779504614,-1.49129213483146
"3357","3357","510592105",-8.99830261881668,0,0,-12545.6454545455,"1",-387.406211180124,-296.300899427637,-927.965559655597,"1","4","4","1","1","9","7",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","3","1","6","0","0","1","0","1","0",-2.15905779504614,2.50870786516854
"3358","3358","510593103",-18.9983026188167,1,0,-30545.6454545455,"0",-377.406211180124,-236.300899427637,-577.965559655597,"0","4","4","0","5","5","10",-0.70615983030267,"0","0","1","0","0","0","0","1","0","1","1","5","1","5","1","0","0","0","0","0",4.84094220495386,2.50870786516854
"3359","3359","510594103",-13.9983026188167,1,0,11454.3545454545,"1",-377.406211180124,-36.300899427637,372.034440344403,"0","5","5","0","0","3","5",0.1312152257835,"0","1","0","0","0","0","0","1","0","1","0","5","1","4","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"3360","3360","510611103",-7.99830261881668,1,0,31454.3545454545,"1",522.593788819876,-36.300899427637,5372.0344403444,"1","3","3","0","5","8","5",-0.70615983030267,"0","1","0","0","0","0","1","0","0","0","1","5","1","6","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"3361","3361","510616103",-1.99830261881668,0,1,-28545.6454545455,"0",-347.406211180124,-236.300899427637,-1427.9655596556,"0","3","4","0","5","6","5",0.1312152257835,"0","1","0","0","0","0","0","1","0","1","0","2","1","5","0","0","1","0","0","0",-0.159057795046139,-4.49129213483146
"3362","3362","510621103",-6.99830261881668,0,0,41454.3545454545,"1",1022.59378881988,463.699100572363,-627.965559655597,"1","4","4","0","8","5","7",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"3363","3363","510621104",-10.9983026188167,1,0,51454.3545454545,"1",357.593788819876,-266.300899427637,-127.965559655597,"1","4","4","0","3","8","4",-1.96222241443193,"0","0","1","0","0","0","1","0","0","1","1","5","2","6","0","0","0","0","0","0",-1.15905779504614,-3.49129213483146
"3364","3364","510622106",-13.9983026188167,0,0,-32545.6454545455,"0",-412.406211180124,-536.300899427637,-1127.9655596556,"0","4","4","0","5","5","6",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","1","7","4","1","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3365","3365","510625103",11.0016973811833,0,0,-8545.64545454545,"0",-377.406211180124,-236.300899427637,-1227.9655596556,"0","4","5","0","8","5","8",1.38727780991276,"0","1","0","0","0","0","0","1","0","0","0","5","7","4","0","0","1","0","0","0",0.840942204953861,2.50870786516854
"3366","3366","510632105",-10.9983026188167,0,0,16454.3545454545,"1",-277.406211180124,-36.300899427637,372.034440344403,"0","5","4","0","8","8","9",0.968590281869671,"0","0","1","0","0","0","1","0","0","1","1","5","1","8","0","0","0","0","0","1",-0.159057795046139,2.50870786516854
"3367","3367","510802101",3.00169738118332,1,1,21454.3545454545,"0",462.593788819876,-260.300899427637,1372.0344403444,"0","4","4","0","3","10","10",1.38727780991276,"0","1","0","0","0","0","0","0","1","1","1","4","4","4","0","0","0","0","0","0",4.84094220495386,-3.49129213483146
"3368","3368","510806102",-11.9983026188167,1,1,11454.3545454545,"0",-235.406211180124,63.699100572363,-127.965559655597,"0","4","4","1","2","0","0",-2.7995974705181,"0","0","1","0","0","0","1","0","0","1","0","3","1","6","0","0","0","0","1","0",-2.15905779504614,2.50870786516854
"3369","3369","510811103",-7.99830261881668,1,1,31454.3545454545,"1",122.593788819876,113.699100572363,872.034440344403,"0","3","3","1","5","10","10",1.38727780991276,"0","0","1","0","0","0","0","1","0","1","1","4","7","4","1","0","0","0","0","0",-2.15905779504614,-1.49129213483146
"3370","3370","510858103",8.00169738118332,1,0,-30545.6454545455,"0",122.593788819876,-186.300899427637,-1127.9655596556,"0","2","4","0","8","4","5",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","1","4","7","5","1","0","0","0","0","0",4.84094220495386,2.50870786516854
"3371","3371","510858104",4.00169738118332,0,0,-20545.6454545455,"0",-358.406211180124,-536.300899427637,-1127.9655596556,"0","4","4","0","6","5","5",-1.12484735834576,"0","1","0","0","0","0","0","1","0","1","0","3","7","4","0","0","1","0","0","0",1.84094220495386,-4.49129213483146
"3372","3372","510859101",11.0016973811833,1,0,-6545.64545454545,"0",-339.406211180124,-476.300899427637,-1227.9655596556,"0","5","5","0","6","7","5",-1.12484735834576,"0","1","0","0","0","0","0","1","0","0","0","4","7","4","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"3373","3373","510859104",10.0016973811833,0,0,-28545.6454545455,"0",-401.406211180124,-536.300899427637,-1327.9655596556,"0","2","4","0","8","6","6",0.549902753826586,"0","1","0","0","0","0","0","1","0","0","0","4","7","4","0","0","1","0","0","0",4.84094220495386,-1.49129213483146
"3374","3374","510859105",-12.9983026188167,0,0,-38545.6454545455,"1",-77.4062111801242,-36.300899427637,-1327.9655596556,"0","4","4","0","6","5","9",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",0.840942204953861,-1.49129213483146
"3375","3375","510877103",-1.99830261881668,1,0,-6545.64545454545,"1",-17.4062111801242,-86.300899427637,372.034440344403,"0","3","2","0","1","10","10",1.38727780991276,"0","0","1","0","0","0","1","0","0","1","1","5","1","4","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3376","3376","510886101",4.00169738118332,1,0,1454.35454545455,"0",122.593788819876,-290.300899427637,-1127.9655596556,"0","4","4","1","3","7","5",0.968590281869671,"0","0","0","1","0","0","0","1","0","1","1","5","4","4","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"3377","3377","510886104",-0.99830261881668,0,0,-23545.6454545455,"0",-273.406211180124,-336.300899427637,-1427.9655596556,"0","4","4","0","3","6","6",-0.70615983030267,"0","0","0","1","0","0","0","0","0","1","0","5","7","4","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3378","3378","510886552",0.00169738118331963,0,0,-18545.6454545455,"0",-377.406211180124,-156.300899427637,-1547.9655596556,"0","4","4","0","7","9","6",1.38727780991276,"0","0","0","0","0","0","0","1","0","0","0","5","7","5","0","0","1","0","0","0",-2.15905779504614,-1.49129213483146
"3379","3379","510896101",-5.99830261881668,0,0,-18545.6454545455,"0",-344.406211180124,-248.300899427637,-427.965559655596,"0","4","5","0","5","3","7",-0.287472302259585,"1","0","0","0","0","0","0","1","0","1","0","4","1","4","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"3380","3380","510899105",-19.9983026188167,1,0,-14945.6454545455,"0",-117.406211180124,-236.300899427637,-1127.9655596556,"0","4","4","0","3","7","5",-0.70615983030267,"0","0","1","0","0","0","0","1","0","1","0","5","1","4","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"3381","3381","510910106",-5.99830261881668,0,0,-6545.64545454545,"1",-177.406211180124,-236.300899427637,372.034440344403,"0","4","4","0","6","6","7",0.1312152257835,"0","1","0","0","0","0","0","0","0","1","0","5","2","7","0","1","0","0","0","0",0.840942204953861,-2.49129213483146
"3382","3382","510910108",-18.9983026188167,0,0,-12545.6454545455,"0",-77.4062111801242,-236.300899427637,-827.965559655597,"0","3","3","0","8","7","7",0.1312152257835,"0","0","1","0","0","0","0","1","0","1","1","4","6","5","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3383","3383","510912103",-12.9983026188167,1,0,1454.35454545455,"0",-327.406211180124,-536.300899427637,-827.965559655597,"0","4","2","0","4","4","4",-1.12484735834576,"0","0","1","0","0","0","0","1","0","1","1","5","7","4","0","0","0","0","0","0",-2.15905779504614,-1.49129213483146
"3384","3384","510916101",-4.99830261881668,1,0,11454.3545454545,"1",522.593788819876,1013.69910057236,372.034440344403,"1","5","4","1","5","6","5",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",0.840942204953861,2.50870786516854
"3385","3385","510928105",-2.99830261881668,1,1,51454.3545454545,"0",-227.406211180124,-356.300899427637,-1127.9655596556,"0","3","2","0","0","8","5",-2.38090994247501,"0","1","0","0","0","0","0","1","0","1","0","4","7","1","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3386","3386","510928431",0.00169738118331963,1,0,-13545.6454545455,"1",-17.4062111801242,63.699100572363,-627.965559655597,"0","1","2","0","0","10","7",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","1",-2.15905779504614,2.50870786516854
"3387","3387","510945431",15.0016973811833,1,0,-28145.6454545455,"0",-217.406211180124,-246.300899427637,-1127.9655596556,"0","2","3","0","6","5","6",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","0","4","1","4","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"3388","3388","510946103",-6.99830261881668,1,0,21454.3545454545,"1",-227.406211180124,163.699100572363,-1027.9655596556,"1","2","3","0","5","10","7",-1.54353488638884,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3389","3389","510951101",9.00169738118332,0,1,-45545.6454545455,"0",-347.406211180124,-322.300899427637,-1227.9655596556,"0","1","3","0","5","7","9",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","2","7","4","0","0","1","0","0","0",-2.15905779504614,-3.49129213483146
"3390","3390","510953103",-13.9983026188167,0,0,-30545.6454545455,"0",22.5937888198758,-226.300899427637,-627.965559655597,"0","4","4","0","5","8","8",-0.70615983030267,"0","0","1","0","0","0","0","1","0","1","1","5","1","7","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"3391","3391","510956103",-13.9983026188167,0,1,-28545.6454545455,"1",-345.406211180124,-236.300899427637,-627.965559655597,"0","4","4","0","7","7","7",0.968590281869671,"0","0","1","0","0","0","1","0","0","1","0","4","2","6","0","0","1","0","0","0",-1.15905779504614,-1.49129213483146
"3392","3392","510963105",-11.9983026188167,0,1,16454.3545454545,"0",122.593788819876,-286.300899427637,-127.965559655597,"1","4","2","1","2","10","7",0.549902753826586,"0","0","1","0","0","0","1","0","0","1","1","5","1","6","1","0","0","0","1","0",-2.15905779504614,2.50870786516854
"3393","3393","510964103",-10.9983026188167,1,0,26454.3545454545,"1",-302.406211180124,-36.300899427637,-827.965559655597,"0","4","4","1","5","6","7",-0.70615983030267,"0","0","1","0","0","0","0","0","0","1","1","4","1","5","0","1","0","0","0","0",-0.159057795046139,-2.49129213483146
"3394","3394","510968102",15.0016973811833,1,0,-30545.6454545455,"0",-171.406211180124,-536.300899427637,-1267.9655596556,"0","3","4","0","0","1","1",-1.96222241443193,"0","1","0","0","0","0","0","1","0","0","0","1","7","3","1","0","0","0","0","0",4.84094220495386,-4.49129213483146
"3395","3395","510969101",13.0016973811833,0,0,-39545.6454545455,"0",-277.406211180124,-276.300899427637,-1507.9655596556,"0","2","3","0","1","7","8",-0.287472302259585,"0","0","0","0","0","0","0","1","0","0","0","1","7","1","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"3396","3396","510971101",10.0016973811833,0,0,-45545.6454545455,"0",-327.406211180124,-276.300899427637,-1522.9655596556,"0","4","3","0","5","1","4",-2.38090994247501,"0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"3397","3397","510971102",12.0016973811833,1,0,-26645.6454545455,"0",-247.406211180124,-221.300899427637,-1267.9655596556,"0","4","4","0","8","0","0",-2.7995974705181,"0","1","0","0","0","0","0","1","0","0","0","1","7","3","0","0","1","0","0","0",3.84094220495386,-0.49129213483146
"3398","3398","510982103",-9.99830261881668,0,0,-18545.6454545455,"0",-177.406211180124,-186.300899427637,-1327.9655596556,"0","3","4","0","8","8","8",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3399","3399","510987103",-14.9983026188167,0,0,-44145.6454545455,"0",-277.406211180124,-36.300899427637,-827.965559655597,"0","3","4","0","7","8","2",-0.287472302259585,"0","0","1","0","0","0","0","0","1","1","0","5","1","5","1","0","0","0","0","0",-0.159057795046139,-0.49129213483146
"3400","3400","510989401",-8.99830261881668,0,0,-22545.6454545455,"0",-247.406211180124,-246.300899427637,-627.965559655597,"0","1","2","1","2","5","8",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","0","4","1","6","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3401","3401","510993101",12.0016973811833,1,0,5454.35454545455,"0",462.593788819876,-491.300899427637,-1427.9655596556,"1","5","4","0","6","9","4",0.968590281869671,"0","1","0","0","0","0","0","1","0","1","0","4","7","3","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"3402","3402","510993102",10.0016973811833,0,0,-34145.6454545455,"0",-327.406211180124,-266.300899427637,-1127.9655596556,"0","2","3","0","8","3","8",-1.96222241443193,"0","1","0","0","0","0","0","1","0","1","0","5","7","4","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"3403","3403","510993581",-11.9983026188167,1,0,51454.3545454545,"1",-177.406211180124,163.699100572363,-1327.9655596556,"0","5","5","1","3","8","5",0.549902753826586,"0","0","1","0","0","0","0","1","0","1","0","5","1","6","1","0","0","0","0","1",-2.15905779504614,2.50870786516854
"3404","3404","511001531",8.00169738118332,1,0,11454.3545454545,"1",122.593788819876,-36.300899427637,-627.965559655597,"0","4","4","0","3","5","3",-2.38090994247501,"0","1","0","0","0","0","1","0","0","1","1","5","1","5","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"3405","3405","511001532",4.00169738118332,0,0,21454.3545454545,"1",222.593788819876,-36.300899427637,-627.965559655597,"1","4","4","0","3","6","5",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","4","1","6","0","0","0","0","0","0",0.840942204953861,-4.49129213483146
"3406","3406","511012101",9.00169738118332,1,0,-11545.6454545455,"0",-277.406211180124,-236.300899427637,-1127.9655596556,"0","2","4","0","4","10","7",0.549902753826586,"0","1","0","0","0","0","0","1","0","1","0","1","7","1","1","0","0","0","0","0",-1.15905779504614,-3.49129213483146
"3407","3407","511013102",12.0016973811833,1,0,-28545.6454545455,"0",-77.4062111801242,-260.300899427637,-1327.9655596556,"0","3","4","0","5","5","5",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","2","2","4","0","0","0","0","0","0",1.84094220495386,-0.49129213483146
"3408","3408","511016101",-7.99830261881668,1,0,51454.3545454545,"0",22.5937888198758,-136.300899427637,-627.965559655597,"0","3","3","0","0","10","8",0.549902753826586,"0","0","1","0","0","0","1","0","0","1","0","4","7","5","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"3409","3409","511018102",9.00169738118332,1,0,11454.3545454545,"1",462.593788819876,563.699100572363,-627.965559655597,"1","2","4","1","5","5","7",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3410","3410","511030101",7.00169738118332,1,0,21454.3545454545,"1",642.593788819876,463.699100572363,-927.965559655597,"0","4","4","0","9","6","5",-1.12484735834576,"0","1","0","0","1","0","0","0","0","1","0","3","1","4","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3411","3411","511030102",3.00169738118332,0,0,-37145.6454545455,"0",-77.4062111801242,-136.300899427637,-627.965559655597,"0","4","4","0","5","8","8",0.549902753826586,"0","1","0","0","0","1","0","0","0","1","0","5","2","4","0","0","0","0","0","0",-1.15905779504614,-3.49129213483146
"3412","3412","511039103",-5.99830261881668,1,0,-13545.6454545455,"0",-367.406211180124,-111.300899427637,-827.965559655597,"1","3","4","0","7","6","9",1.38727780991276,"0","1","0","0","1","0","0","0","0","1","0","5","7","6","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3413","3413","511041431",-4.99830261881668,0,1,-32145.6454545455,"0",-277.406211180124,-275.300899427637,-1127.9655596556,"0","2","2","0","5","9","6",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"3414","3414","520008601",-7.99830261881668,0,0,-18545.6454545455,"0",-327.406211180124,-376.300899427637,-427.965559655596,"0","4","4","1","1","5","7",-0.70615983030267,"0","1","0","0","0","0","0","1","0","0","0","3","7","5","1","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3415","3415","520017101",11.0016973811833,1,0,-8545.64545454545,"0",-278.406211180124,-336.300899427637,-1127.9655596556,"0","3","3","0","1","8","6",0.549902753826586,"0","1","0","0","0","0","0","1","0","1","0","4","3","4","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"3416","3416","520029104",-10.9983026188167,1,0,-545.645454545454,"1",44.5937888198758,-116.300899427637,-1127.9655596556,"0","2","4","0","8","5","5",-1.12484735834576,"0","0","1","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3417","3417","520031104",-14.9983026188167,0,0,51454.3545454545,"1",-377.406211180124,-36.300899427637,-1227.9655596556,"0","3","4","0","9","3","5",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","5","1","5","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"3418","3418","520044104",-16.9983026188167,1,1,11454.3545454545,"1",-177.406211180124,163.699100572363,-1127.9655596556,"0","4","4","0","7","6","6",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","0","4","7","5","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3419","3419","520050104",-12.9983026188167,1,0,21454.3545454545,"0",222.593788819876,-198.300899427637,-627.965559655597,"0","4","4","0","7","6","6",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","1","3","1","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"3420","3420","520062104",-10.9983026188167,0,1,-38545.6454545455,"0",-277.406211180124,-336.300899427637,-827.965559655597,"0","4","4","0","6","5","5",-0.70615983030267,"0","0","1","0","0","0","0","1","0","1","0","4","1","7","0","0","1","0","0","0",-1.15905779504614,-2.49129213483146
"3421","3421","520120103",2.00169738118332,0,0,11454.3545454545,"1",342.593788819876,-136.300899427637,-627.965559655597,"0","4","4","0","5","5","5",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","5","1","7","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3422","3422","520129103",-3.99830261881668,0,0,11454.3545454545,"1",122.593788819876,463.699100572363,-1427.9655596556,"1","4","4","0","5","10","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3423","3423","520133101",16.0016973811833,1,0,6454.35454545455,"0",-430.406211180124,-284.300899427637,-1507.9655596556,"0","3","4","0","5","10","8",1.38727780991276,"0","1","0","0","0","0","0","1","0","0","0","4","1","1","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"3424","3424","520140102",4.00169738118332,0,0,-8045.64545454545,"1",222.593788819876,-86.300899427637,-627.965559655597,"1","4","4","0","4","5","10",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","4","1","4","1","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3425","3425","520144101",6.00169738118332,1,0,-13545.6454545455,"0",-177.406211180124,-301.300899427637,-1327.9655596556,"0","3","4","0","10","0","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","5","7","3","1","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3426","3426","520146101",21.0016973811833,1,0,-27045.6454545455,"1",-323.406211180124,-252.300899427637,-1327.9655596556,"0","4","4","0","6","10","8",0.968590281869671,"0","0","0","0","0","0","1","0","0","1","0","5","7","6","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3427","3427","520181105",-12.9983026188167,1,1,1454.35454545455,"1",22.5937888198758,-236.300899427637,-627.965559655597,"0","3","4","1","3","8","8",0.1312152257835,"0","0","1","0","0","0","0","1","0","1","1","4","1","6","0","0","0","0","1","0",-2.15905779504614,2.50870786516854
"3428","3428","520183105",-1.99830261881668,1,0,-18545.6454545455,"1",-477.406211180124,-536.300899427637,-1027.9655596556,"0","3","2","0","3","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","0","0","1","7","4","1","0","0","0","0","0",-0.159057795046139,-2.49129213483146
"3429","3429","520198102",4.00169738118332,1,0,7454.35454545454,"1",-371.406211180124,-236.300899427637,372.034440344403,"0","5","5","1","6","8","8",1.38727780991276,"0","0","0","1","0","0","0","1","0","1","0","3","1","4","0","0","0","0","0","0",-0.159057795046139,-2.49129213483146
"3430","3430","520211104",-3.99830261881668,1,0,1454.35454545455,"0",-179.406211180124,-526.300899427637,372.034440344403,"1","5","5","0","10","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","5","3","3","0","0","1","0","0","0",-1.15905779504614,-2.49129213483146
"3431","3431","520216431",-13.9983026188167,0,0,-18545.6454545455,"0",-184.406211180124,-308.300899427637,-1227.9655596556,"0","2","2","0","5","5","4",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","4","7","3","1","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"3432","3432","520218104",-14.9983026188167,1,0,-13545.6454545455,"0",-177.406211180124,-186.300899427637,-627.965559655597,"0","3","4","0","5","5","7",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","1","4","2","7","1","0","0","0","0","0",-0.159057795046139,2.50870786516854
"3433","3433","520233101",-3.99830261881668,1,0,-23545.6454545455,"0",72.5937888198758,-136.300899427637,-627.965559655597,"0","3","3","0","4","6","4",-1.12484735834576,"0","0","1","0","0","0","1","0","0","1","1","5","1","5","1","0","0","0","0","0",1.84094220495386,2.50870786516854
"3434","3434","520236103",-6.99830261881668,1,0,31454.3545454545,"1",322.593788819876,-86.300899427637,-627.965559655597,"0","2","2","0","8","10","9",1.38727780991276,"0","0","1","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3435","3435","520239103",-0.99830261881668,1,0,35494.3545454545,"1",522.593788819876,-36.300899427637,-1427.9655596556,"1","5","5","0","8","8","6",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",1.84094220495386,2.50870786516854
"3436","3436","520279105",0.00169738118331963,1,0,31454.3545454545,"1",722.593788819876,63.699100572363,-627.965559655597,"0","4","4","0","4","8","7",-0.70615983030267,"0","1","0","0","1","0","0","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3437","3437","520282104",0.00169738118331963,0,0,-36545.6454545455,"0",-327.406211180124,-36.300899427637,-1227.9655596556,"0","2","4","0","2","10","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","0","0","5","1","3","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"3438","3438","520289104",-16.9983026188167,1,0,-24545.6454545455,"0",-177.406211180124,-226.300899427637,-1127.9655596556,"0","4","4","0","8","4","8",-0.70615983030267,"0","0","1","0","0","0","0","1","0","1","1","5","1","5","0","0","0","0","1","0",-0.159057795046139,-2.49129213483146
"3439","3439","520291104",0.00169738118331963,1,0,51454.3545454545,"0",-177.406211180124,-36.300899427637,-1507.9655596556,"0","5","5","1","8","5","6",-0.70615983030267,"0","1","0","0","0","0","0","1","0","0","0","1","1","5","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3440","3440","520294602",-13.9983026188167,0,0,81454.3545454546,"0",-187.406211180124,-236.300899427637,-627.965559655597,"0","4","4","0","7","5","8",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","1","5","1","6","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"3441","3441","520331103",-6.99830261881668,1,0,-25545.6454545455,"0",-197.406211180124,-276.300899427637,-1127.9655596556,"0","3","3","0","5","10","7",1.38727780991276,"0","0","1","0","0","0","0","0","0","1","1","5","1","4","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"3442","3442","520342104",-12.9983026188167,1,0,41454.3545454545,"1",-63.4062111801242,-56.300899427637,-627.965559655597,"1","2","4","0","5","7","6",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","5","2","7","0","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"3443","3443","520344104",-6.99830261881668,1,0,-33545.6454545455,"0",-197.406211180124,-336.300899427637,-1127.9655596556,"0","3","3","0","1","8","6",0.549902753826586,"0","1","0","0","0","0","0","1","0","1","0","3","7","4","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3444","3444","520350103",-7.99830261881668,1,1,-8545.64545454545,"0",-277.406211180124,-236.300899427637,-1127.9655596556,"0","4","4","0","7","7","7",0.549902753826586,"0","1","0","0","0","0","0","1","0","1","0","5","1","4","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"3445","3445","520358103",-17.9983026188167,1,0,-36545.6454545455,"0",222.593788819876,-226.300899427637,-577.965559655597,"0","4","4","1","5","8","7",-0.70615983030267,"0","0","1","0","0","0","0","1","0","1","1","5","1","4","1","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"3446","3446","520359102",10.0016973811833,1,0,-27545.6454545455,"0",-312.406211180124,-506.300899427637,-1127.9655596556,"0","3","4","0","7","10","10",-0.287472302259585,"0","1","0","0","0","0","0","1","0","0","0","5","1","3","0","0","0","0","0","0",4.84094220495386,0.50870786516854
"3447","3447","520369103",0.00169738118331963,0,0,-545.645454545454,"1",-377.406211180124,-176.300899427637,372.034440344403,"0","2","3","0","2","8","8",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","4","7","4","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"3448","3448","520372104",-10.9983026188167,1,1,-8545.64545454545,"1",122.593788819876,-336.300899427637,-827.965559655597,"0","4","4","0","5","6","9",0.1312152257835,"0","0","1","0","0","0","1","0","0","1","1","5","2","7","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"3449","3449","520376103",-3.99830261881668,1,0,-13545.6454545455,"0",-197.406211180124,-506.300899427637,-1127.9655596556,"0","3","3","0","7","5","3",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","5","1","5","0","0","1","0","0","0",3.84094220495386,0.50870786516854
"3450","3450","520378103",-0.99830261881668,1,1,-3545.64545454545,"0",96.5937888198758,-291.300899427637,-627.965559655597,"0","4","4","0","6","9","7",0.1312152257835,"0","1","0","0","0","0","0","1","0","1","1","5","1","4","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"3451","3451","520380103",-8.99830261881668,1,0,51454.3545454545,"1",22.5937888198758,63.699100572363,372.034440344403,"1","3","4","0","7","8","8",0.1312152257835,"0","0","1","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
